OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
19907,422c9aa3-4f11-4455-b620-71bc830f0a21,71870654,26/16/1/1/1/0003,Nigeria,NGA,Niger,Mashegu,0,Babbanrami,1,Babbanrami Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.203674316,5.401489258,GRID3_EHEALTH,2024-11-11,5.40148925800003,10.203674316
19908,af83aa9f-d12c-47b9-8944-f75d5fdbbdb3,51783707,26/17/1/1/1/0024,Nigeria,NGA,Niger,Mokwa,0,Jaagi,1,Jaagi Primary Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,9.151489258,5.232910157,GRID3_EHEALTH,2024-11-11,5.23291015700005,9.15148925800003
19909,46575f8e-e6ff-40a7-ba51-f83df3f54c61,79732604,26/17/1/1/1/0007,Nigeria,NGA,Niger,Mokwa,0,Labozhi,0,Dakogi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.164306641,5.349487305,GRID3_EHEALTH,2024-11-11,5.34948730500003,9.16430664100005
19910,3e2fc688-cf78-4096-a51d-adbcae70ef56,44982440,26/16/1/1/1/0020,Nigeria,NGA,Niger,Mashegu,0,Kwatachi,0,Leaba Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.701110839,4.710327149,GRID3_EHEALTH,2024-11-11,4.71032714900002,9.70111083900002
19911,00bf11e4-7104-4c98-bfdf-c3c696c6f818,15804071,26/22/1/1/1/0084,Nigeria,NGA,Niger,Shiroro,0,Galkogo,0,Galkogo Basic Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.043701172,6.811096192,GRID3_EHEALTH,2024-11-11,6.81109619200004,10.0437011720001
19912,a9269331-d7a5-4b31-b255-5d03a0c1df54,23150638,26/10/1/1/1/0029,Nigeria,NGA,Niger,Katcha,0,Bisanti Ward,0,Halilu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.428283691,6.23449707,GRID3_EHEALTH,2024-11-11,6.23449707000003,9.42828369100005
19913,0280c4ae-2541-440e-b99c-069f5fdf58b9,37780649,26/02/1/1/1/0024,Nigeria,NGA,Niger,Agwara,0,Kokoli,0,Tungan Danbaba Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.583944755,4.57672833,GRID3_EHEALTH,2024-11-11,4.57672833000004,10.5839447550001
19914,ea9fa858-9c71-46d3-b1e7-648c9a84c72b,33440453,26/22/1/1/1/0031,Nigeria,NGA,Niger,Shiroro,0,Bangajiya,1,Kampanin Danjuma Primary Health Care Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.836303711,6.745483398,GRID3_EHEALTH,2024-11-11,6.74548339800003,9.83630371100003
19915,34c7b0e9-d39a-4c94-878a-2d330ccd635e,39100248,26/16/1/1/1/0053,Nigeria,NGA,Niger,Mashegu,0,Ibbi,0,Gbogan Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.539123535,4.87487793,GRID3_EHEALTH,2024-11-11,4.87487793000003,9.53912353500004
19916,8efeb0e6-025b-40fc-a277-ddaf7918afe5,74122648,26/22/1/1/1/0037,Nigeria,NGA,Niger,Shiroro,0,Bangajiya,0,Kubusu Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.881103516,6.75390625,GRID3_EHEALTH,2024-11-11,6.75390625000006,9.88110351600005
19917,1b28286b-04c8-4446-9a4c-b9e6736ab725,30351251,26/25/1/1/1/0013,Nigeria,NGA,Niger,Wushishi,0,Kodo,0,Kodo Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.604309082,6.116882324,GRID3_EHEALTH,2024-11-11,6.11688232400007,9.60430908200004
19918,b981adc2-6912-495a-af32-611f9b9d2114,62102997,26/25/1/1/1/0047,Nigeria,NGA,Niger,Wushishi,0,Akare,1,Pakara Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.719116211,5.986083984,GRID3_EHEALTH,2024-11-11,5.98608398400006,9.71911621100003
19919,6f0365af-56d0-4e08-b63b-eb7618ca6a26,43950532,26/17/1/1/1/0017,Nigeria,NGA,Niger,Mokwa,0,Gbara,0,Ewanko Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,8.896911621,5.743286133,GRID3_EHEALTH,2024-11-11,5.74328613300003,8.89691162100007
19920,609e58b5-f5ff-437f-abaf-a22ca13e8f3b,53256305,26/09/1/1/1/0016,Nigeria,NGA,Niger,Gurara,0,Lambata,0,Gbamita Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.271728516,6.982116699,GRID3_EHEALTH,2024-11-11,6.98211669900007,9.27172851600005
19921,d1e2b4db-b9f7-4384-b98d-5e46514b7f60,54394929,26/09/1/1/1/0017,Nigeria,NGA,Niger,Gurara,0,Kabo,0,Gussu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.422485352,7.170898438,GRID3_EHEALTH,2024-11-11,7.17089843800005,9.42248535200002
19922,a0ab39f2-d6a9-476e-8062-40f0563ae4aa,70916339,26/08/1/1/1/0003,Nigeria,NGA,Niger,Gbako,0,Batako,1,Batagi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.127685547,6.122314453,GRID3_EHEALTH,2024-11-11,6.12231445300006,9.12768554700006
19923,4126d237-fda7-4dd7-a452-694ac91c641c,53024835,26/05/1/1/1/0014,Nigeria,NGA,Niger,Bosso,0,Garatu,0,Gidan Kwano Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.540100098,6.469299316,GRID3_EHEALTH,2024-11-11,6.46929931600005,9.54010009800004
19924,ca18ff27-9090-4e31-a5b4-9824b2e0bb48,21695042,26/25/1/1/1/0018,Nigeria,NGA,Niger,Wushishi,0,Maito,0,Maito Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.651489258,6.040893555,GRID3_EHEALTH,2024-11-11,6.04089355500003,9.65148925800003
19925,d3991233-fb18-4146-9316-b3a6445196d6,17006869,26/08/1/1/1/0076,Nigeria,NGA,Niger,Gbako,0,Batagi,0,Sakiwa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.109235443,6.109683764,GRID3_EHEALTH,2024-11-11,6.10968376400007,9.10923544300005
19926,07e90d86-c3a1-4fe3-bf42-94cad11c71dc,72669863,26/17/1/1/2/0001,Nigeria,NGA,Niger,Mokwa,0,Gbara,0,Maagi Igenchi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,8.905883789,5.695922852,GRID3_EHEALTH,2024-11-11,5.69592285200002,8.90588378900003
19927,42a16574-9dd3-4ebc-b70d-7769352e20e8,68040007,26/05/1/1/1/0016,Nigeria,NGA,Niger,Bosso,0,Maitumbi,0,Gudugudu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.643310547,6.572692871,GRID3_EHEALTH,2024-11-11,6.57269287100007,9.64331054700006
19928,2b8234c9-fa58-4703-ae44-3e63ffabbf3b,52753202,26/01/1/1/2/0004,Nigeria,NGA,Niger,Agaie,0,Tagagi,1,Tsakpati Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.887854623,6.374459483,GRID3_EHEALTH,2024-11-11,6.37445948300007,8.88785462300007
19929,ce1d78e0-b59a-4b6a-b405-a4b7c2a67f07,52129754,26/05/1/1/1/0056,Nigeria,NGA,Niger,Bosso,0,Kodo,0,Tsohon Kampani Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.659413479,6.251108151,GRID3_EHEALTH,2024-11-11,6.25110815100004,9.65941347900002
19930,f7f8a93c-9d1b-4918-a648-6c19d2f8abf5,56775016,26/05/1/1/1/0042,Nigeria,NGA,Niger,Bosso,0,Maitumbi,0,Pmassi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.676879883,6.610290527,GRID3_EHEALTH,2024-11-11,6.61029052700007,9.67687988300003
19931,18109c16-efd7-4ed8-b965-fa0ac9395d69,33725553,26/02/1/1/1/0023,Nigeria,NGA,Niger,Agwara,0,Agwata,0,Kasabu Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.860717773,4.717895508,GRID3_EHEALTH,2024-11-11,4.71789550800003,10.860717773
19932,b4588a6e-0189-4289-a3af-bfffa9109172,23746743,26/02/1/1/1/0013,Nigeria,NGA,Niger,Agwara,0,Papiri,0,Tungan Magaji Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.633117676,4.491699219,GRID3_EHEALTH,2024-11-11,4.49169921900005,10.633117676
19933,8f01723a-eac5-4216-8b07-3ff09b96b19e,73816318,26/17/1/1/1/0046,Nigeria,NGA,Niger,Mokwa,0,Muregi,1,Maagi Bukun Primary Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,8.91027832,5.687316895,GRID3_EHEALTH,2024-11-11,5.68731689500004,8.91027832000003
19934,9bcf2f7b-90f9-453f-8192-0daa4f7549f2,40315075,26/17/1/1/1/0001,Nigeria,NGA,Niger,Mokwa,0,Gbara,1,Banzhi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.023071289,5.321716308,GRID3_EHEALTH,2024-11-11,5.32171630800002,9.02307128900003
19935,b846712c-f61a-40d6-b4df-916fd241765a,28565775,26/01/1/1/1/0019,Nigeria,NGA,Niger,Agaie,0,Tagagi,0,Ndako Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.828918457,6.42211914,GRID3_EHEALTH,2024-11-11,6.42211914000006,8.82891845700004
19936,91f37ec9-a071-4739-9a1d-ec43422b48ad,73033107,26/17/1/1/1/0048,Nigeria,NGA,Niger,Mokwa,1,Muregi,1,Muregi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.759277344,5.777282715,GRID3_EHEALTH,2024-11-11,5.77728271500007,8.75927734400005
19937,8040874c-6ec7-41b1-bf01-63b26b0b14f0,28485704,26/22/1/1/1/0089,Nigeria,NGA,Niger,Shiroro,0,Erena,0,Baga Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.108635798,6.716420316,GRID3_EHEALTH,2024-11-11,6.71642031600004,10.108635798
19938,d056303f-8603-4e8b-8073-20590717c8a9,70984381,26/10/1/1/1/0076,Nigeria,NGA,Niger,Katcha,0,Edostu Ward,1,Edostu Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.807922363,6.296081543,GRID3_EHEALTH,2024-11-11,6.29608154300007,8.80792236300005
19939,5d3f89e4-5685-4dd8-9d95-e8ffe7994d77,64348197,26/10/1/1/1/0065,Nigeria,NGA,Niger,Katcha,0,Gbakogi Ward,0,Gbakogi Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,8.876281738,6.184875488,GRID3_EHEALTH,2024-11-11,6.18487548800005,8.87628173800005
19940,f403dcf0-aeca-407d-ac46-89c58633b7ac,82719386,26/01/1/1/2/0002,Nigeria,NGA,Niger,Agaie,0,Baro,0,Kakpi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.793518067,6.377502442,GRID3_EHEALTH,2024-11-11,6.37750244200004,8.79351806700004
19941,ed0df113-6bef-465b-bc7d-12faf81c18ce,24759225,26/01/1/1/1/0040,Nigeria,NGA,Niger,Agaie,0,Boku,0,Mashina Tako Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.010070801,6.42590332,GRID3_EHEALTH,2024-11-11,6.42590332000003,9.01007080100004
19942,5cd2fd1a-0091-45e4-9cdd-23d262fb8c2e,37808065,26/01/1/1/1/0025,Nigeria,NGA,Niger,Agaie,0,Magaji (Gummi),0,Emi Tsadu Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.921875,6.298522949,GRID3_EHEALTH,2024-11-11,6.29852294900007,8.92187500000006
19943,854f19eb-1721-441f-bd80-3efe42d04d83,73801498,26/01/1/1/1/0013,Nigeria,NGA,Niger,Agaie,0,Magaji (Gummi),0,Goyiko Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.858520508,6.28149414,GRID3_EHEALTH,2024-11-11,6.28149414000006,8.85852050800003
19944,fac83800-c9be-4c28-9248-459d276174aa,13722953,26/01/1/1/1/0002,Nigeria,NGA,Niger,Agaie,0,Baro,0,Wadata Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.644897461,6.424072266,GRID3_EHEALTH,2024-11-11,6.42407226600005,8.64489746100003
19945,15743e31-0f21-4d24-8824-1434a5f92c4d,29519239,26/01/1/1/1/0042,Nigeria,NGA,Niger,Agaie,0,Magaji (Gummi),0,Sallawu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.932799576,6.343491583,GRID3_EHEALTH,2024-11-11,6.34349158300006,8.93279957600004
19946,260afa00-e14d-444c-bd8f-b2c9c83b9ecf,56200291,26/01/1/1/1/0049,Nigeria,NGA,Niger,Agaie,0,Baro,0,Loguma Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.738444376,6.327830891,GRID3_EHEALTH,2024-11-11,6.32783089100008,8.73844437600007
19947,e6cdfcc4-1e85-4951-a691-944506b17cdb,27136242,26/01/1/1/1/0041,Nigeria,NGA,Niger,Agaie,0,Magaji (Gummi),0,Magaji Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.906311035,6.287475586,GRID3_EHEALTH,2024-11-11,6.28747558600003,8.90631103500004
19948,f350df40-f764-465e-a97d-1004994086d0,50454686,26/16/1/1/1/0059,Nigeria,NGA,Niger,Mashegu,0,Ibbi,0,Ibbi Maternal and Child Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.655352923,4.909155553,GRID3_EHEALTH,2024-11-11,4.90915555300006,9.65535292300007
19949,a03c6660-5e6c-4f18-bcde-c6137eba8fa3,45963018,26/13/1/1/1/0089,Nigeria,NGA,Niger,Lavun,0,Lagun,0,Yiddan Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.527784894,5.378819174,GRID3_EHEALTH,2024-11-11,5.37881917400006,9.52778489400004
19950,90f835ea-385d-4a0c-9e94-7d809fbc652e,54117587,26/02/1/1/1/0012,Nigeria,NGA,Niger,Agwara,0,Papiri,0,Tungan Dorawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.622787986,4.477288973,GRID3_EHEALTH,2024-11-11,4.47728897300004,10.622787986
19951,c6a2902b-a229-44f0-bea6-32254afc0d5c,23627825,26/02/1/1/1/0018,Nigeria,NGA,Niger,Agwara,0,Agwata,0,Komala Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.891857847,4.709347734,GRID3_EHEALTH,2024-11-11,4.70934773400006,10.891857847
19952,8a293d8a-5c27-42c2-a808-74f95092398e,48486910,26/02/1/1/1/0006,Nigeria,NGA,Niger,Agwara,0,Suteku,0,Mahuta Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.622515405,4.64513435,GRID3_EHEALTH,2024-11-11,4.64513435000003,10.6225154050001
19953,e72a918b-efd0-43c0-8f90-a7c30f2aa741,69332217,26/02/1/1/1/0007,Nigeria,NGA,Niger,Agwara,0,Rofia,0,Ororo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.695785787,4.682198987,GRID3_EHEALTH,2024-11-11,4.68219898700005,10.695785787
19954,154fabdd-0415-42a9-ab3b-85ed8393b7e7,35792359,26/05/1/1/1/0033,Nigeria,NGA,Niger,Bosso,0,Maikunkele,0,Maikunkele Quarters Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.687683105,6.486083985,GRID3_EHEALTH,2024-11-11,6.48608398500005,9.68768310500008
19955,d140c4ac-666e-4092-bf7f-287f79c488c4,78345387,26/05/1/1/1/0051,Nigeria,NGA,Niger,Bosso,0,Kodo,0,Tandigi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.527282715,6.318908691,GRID3_EHEALTH,2024-11-11,6.31890869100005,9.52728271500007
19956,c1a48c4c-ce62-4601-8eb2-0a3cb6ebaf21,50152211,26/05/1/1/1/0019,Nigeria,NGA,Niger,Bosso,0,Maikunkele,0,Jangaru Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.616882324,6.470886231,GRID3_EHEALTH,2024-11-11,6.47088623100007,9.61688232400007
19957,0e4b4ca8-b91f-4b1e-8fb5-6cdb11818404,35598345,26/16/1/1/1/0040,Nigeria,NGA,Niger,Mashegu,0,Mashegu,0,Jemaku Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.818758672,5.828062539,GRID3_EHEALTH,2024-11-11,5.82806253900003,9.81875867200006
19958,54c3c426-5297-4a13-928e-b1f1c47a74b7,45999512,26/25/1/1/1/0042,Nigeria,NGA,Niger,Wushishi,0,Kodo,0,Yelwa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,9.567077636,6.109313965,GRID3_EHEALTH,2024-11-11,6.10931396500007,9.56707763600002
19959,9156297b-f24e-4847-94df-e98f30e2a26a,27855698,26/22/1/1/1/0088,Nigeria,NGA,Niger,Shiroro,0,Bassa,0,Kukoki Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.124877929,6.44128418,GRID3_EHEALTH,2024-11-11,6.44128418000003,10.124877929
19960,ba669a8d-4b16-4345-a14e-ea36eabac987,78387124,26/05/1/1/1/0055,Nigeria,NGA,Niger,Bosso,0,Garatu,0,Tsohon Daga Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.476501465,6.476074218,GRID3_EHEALTH,2024-11-11,6.47607421800006,9.47650146500007
19961,9fae71fd-3229-4cba-b68f-c5384105e52f,83314174,26/08/1/1/1/0021,Nigeria,NGA,Niger,Gbako,1,Edokata,1,Edokota Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.120300293,5.961730957,GRID3_EHEALTH,2024-11-11,5.96173095700004,9.12030029300007
19962,6f9c5d02-8aaa-45a1-a1e3-aa95f57b7ada,63104188,26/05/1/1/1/0029,Nigeria,NGA,Niger,Bosso,0,Kampala,0,Kuyi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.665425759,6.431018518,GRID3_EHEALTH,2024-11-11,6.43101851800003,9.66542575900007
19963,ed1e62a2-1b35-45cb-90c5-31dd22023a96,16664449,26/25/1/1/1/0023,Nigeria,NGA,Niger,Wushishi,0,Zungeru,0,Zungeru Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.797302246,6.151916504,GRID3_EHEALTH,2024-11-11,6.15191650400004,9.79730224600007
19964,a4c12838-5a14-4697-8e3d-44d85d29098f,21596597,26/23/1/1/1/0003,Nigeria,NGA,Niger,Suleja,0,Iku 2,1,Chaza Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.151,7.17072,NHFR_2024,2024-11-11,7.17072000000007,9.15100000000007
19965,6370cdd0-c43d-45be-9dee-a9ba1ddb160c,37444456,26/22/1/1/1/0093,Nigeria,NGA,Niger,Shiroro,0,Galkogo,0,Kushaku Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.165376862,6.763220862,GRID3_EHEALTH,2024-11-11,6.76322086200003,10.1653768620001
19966,893d8f5f-f1cb-418f-86bb-c60eb30b9f65,49256758,26/22/1/1/1/0073,Nigeria,NGA,Niger,Shiroro,0,Bangajiya,0,Sabon Gari Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.872561803,6.713978192,GRID3_EHEALTH,2024-11-11,6.71397819200007,9.87256180300005
19967,bf179c54-267f-48ea-bba9-7bbdfd562f58,24620880,26/25/1/1/1/0036,Nigeria,NGA,Niger,Wushishi,0,Sabon Gari (Gusau),0,Bankogi Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.692687988,6.092102051,GRID3_EHEALTH,2024-11-11,6.09210205100004,9.69268798800005
19968,71b31788-9055-4e93-9317-09a97c482378,81751240,26/22/1/1/1/0038,Nigeria,NGA,Niger,Shiroro,0,Galkogo,0,Kudodo Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.161071777,6.813110352,GRID3_EHEALTH,2024-11-11,6.81311035200002,10.1610717770001
19969,74882636-5112-40b4-b657-c2ba22e7c546,51170873,26/23/1/1/1/0008,Nigeria,NGA,Niger,Suleja,0,Hashimi B,0,Mamman Gambo Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.185119629,7.178100586,GRID3_EHEALTH,2024-11-11,7.17810058600003,9.18511962900004
19970,21ca6d12-f03a-46c3-bd7f-aa8945c40260,79819612,26/09/1/1/1/0020,Nigeria,NGA,Niger,Gurara,0,Shako,0,Kujayi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.372680664,7.125305176,GRID3_EHEALTH,2024-11-11,7.12530517600004,9.37268066400003
19971,8b7ed6cb-cdbb-4c7b-b427-e94cdf60662f,70200227,26/08/1/1/1/0004,Nigeria,NGA,Niger,Gbako,0,Batako,0,Batako Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.279407138,6.083169518,GRID3_EHEALTH,2024-11-11,6.08316951800003,9.27940713800007
19972,a5d51e95-44e2-471b-a219-d6a878cda758,18346826,26/22/1/1/1/0007,Nigeria,NGA,Niger,Shiroro,0,Egwa Gwada,0,Chiri Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.802490235,6.823913574,GRID3_EHEALTH,2024-11-11,6.82391357400007,9.80249023500005
19973,08de7e98-384f-4176-80e2-296b30927845,16840509,26/05/1/1/1/0054,Nigeria,NGA,Niger,Bosso,0,Kodo,0,Tsadogona Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.501371214,6.219317163,GRID3_EHEALTH,2024-11-11,6.21931716300003,9.50137121400007
19974,736606c6-4755-4edc-91f8-5970e176be93,53706918,26/23/1/2/2/0038,Nigeria,NGA,Niger,Suleja,0,Hashimi B,0,Gaskiya Hospital,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,9.185485839,7.180114746,GRID3_EHEALTH,2024-11-11,7.18011474600007,9.18548583900002
19975,a40159e7-0cc6-4d2e-868b-dee5f39df637,75876109,26/22/1/1/1/0105,Nigeria,NGA,Niger,Shiroro,0,Allawa,0,Roro Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.177778519,6.598787123,GRID3_EHEALTH,2024-11-11,6.59878712300002,10.1777785190001
19976,c0d64978-6b1c-4513-bb4e-3d98edac9d8d,23863691,26/05/1/1/1/0018,Nigeria,NGA,Niger,Bosso,0,Kampala,0,Gusase Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.641296387,6.399291992,GRID3_EHEALTH,2024-11-11,6.39929199200003,9.64129638700007
19977,a78968a0-9ccf-4b1d-885f-12f7c45c7384,46273553,26/05/1/1/1/0003,Nigeria,NGA,Niger,Bosso,0,Beji,0,Barkuta Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.562072754,6.376525879,GRID3_EHEALTH,2024-11-11,6.37652587900004,9.56207275400004
19978,04774105-ac72-4f3b-82c9-213870bae805,31121072,30/16/1/2/2/0007,Nigeria,NGA,Oyo,Iseyin,0,Faramora,1,Mahjubah Maternity Home and  Clinic,NHFR_2024,Private,For Profit,Secondary,Primary Health Clinic,7.96921631973,3.60373783208,GRID3_EHEALTH,2024-11-11,3.60373783200004,7.96921632000004
19979,1e63ac63-a3f4-476d-a8a8-5ec7d6be8b69,67605322,26/22/1/1/1/0003,Nigeria,NGA,Niger,Shiroro,0,Allawa,0,Allawa Basic Health Centre,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.318908691,6.654296875,GRID3_EHEALTH,2024-11-11,6.65429687500006,10.318908691
19980,b21ef334-aa6a-4094-8217-904e4626c4a0,38020958,26/22/1/1/1/0095,Nigeria,NGA,Niger,Shiroro,0,Allawa,0,Gyarimiya Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.319702149,6.585876465,GRID3_EHEALTH,2024-11-11,6.58587646500007,10.319702149
19981,00eb8230-6712-433e-b297-2fa018b2cc9f,58124926,26/23/1/1/1/0001,Nigeria,NGA,Niger,Suleja,1,Iku 1,1,Bakin Iku Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.196105957,7.20727539,GRID3_EHEALTH,2024-11-11,7.20727539000006,9.19610595700004
19982,ce35d556-6ae0-4ad2-a900-aca74194ef4b,52880480,26/01/1/1/1/0048,Nigeria,NGA,Niger,Agaie,0,Tagagi,1,Shipo Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.909912109,6.439697266,GRID3_EHEALTH,2024-11-11,6.43969726600005,8.90991210900006
19983,e6aec687-1de5-4361-9c47-a5a0492ef810,43841735,26/22/1/1/1/0071,Nigeria,NGA,Niger,Shiroro,0,Egwa Gwada,0,Zari Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.759277344,6.792297363,GRID3_EHEALTH,2024-11-11,6.79229736300005,9.75927734400005
19984,17c18c42-6e65-4a84-b20d-af3b574b518d,27998167,26/08/1/1/1/0100,Nigeria,NGA,Niger,Gbako,0,Gogata,0,Shabafu Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.174499512,6.15032959,GRID3_EHEALTH,2024-11-11,6.15032959000007,9.17449951200007
19985,d52e1d53-a343-4848-84bd-8bb6369ea9e3,41263153,26/25/1/1/1/0025,Nigeria,NGA,Niger,Wushishi,1,Tukunji/Yamigi,1,Saminaka Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,9.727905274,5.659118652,GRID3_EHEALTH,2024-11-11,5.65911865200007,9.72790527400002
19986,796f16d5-8dd2-4942-8b4a-ffa274b998a5,50353726,26/02/1/1/1/0031,Nigeria,NGA,Niger,Agwara,0,Suteku,1,Dankade Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.66430664,4.687316894,GRID3_EHEALTH,2024-11-11,4.68731689400005,10.6643066400001
19987,eeba2512-3acc-4493-9e71-7378a8f2f798,18637343,26/02/1/1/1/0001,Nigeria,NGA,Niger,Agwara,0,Kokoli,0,Bukadubu Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.615905762,4.508728028,GRID3_EHEALTH,2024-11-11,4.50872802800006,10.6159057620001
19988,ad02e858-02ee-48cd-9989-b860268ebddc,82289703,26/16/1/1/1/0048,Nigeria,NGA,Niger,Mashegu,0,Kaboji,0,Bakwaibakwai Primary Health Care Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.008463641,5.39306414,GRID3_EHEALTH,2024-11-11,5.39306414000004,10.008463641
19989,6967c7e9-30c4-419e-9696-edfa85928664,51023032,26/17/1/1/1/0038,Nigeria,NGA,Niger,Mokwa,0,Kpaki/Takuma,1,Kpautagi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.361083984,5.214111328,GRID3_EHEALTH,2024-11-11,5.21411132800006,9.36108398400006
