name_display,name_nfc,name_ascii_key,name_type,countries,languages,sources,source_ids,total_evidence_count,occurrence_count,last_seen_at
Sonni,Sonni,sonni,given,NG,en,wikidata,Q102252212,1,1,2026-04-11T03:53:09.592230+00:00
Sonnie,Sonnie,sonnie,given,GH,en,wikidata,Q96098121,1,1,2026-04-11T03:54:59.788336+00:00
Sonny,Sonny,sonny,given,NG,en,wikidata,Q10673707,5,3,2026-04-11T03:53:09.592230+00:00
Sophia,Sophia,sophia,given,ER|ET|GH|GM|KE|TZ|UG,en,wikidata,Q2302787,35,21,2026-04-11T04:05:54.878153+00:00
Sophie,Sophie,sophie,given,KE|NG|SN|UG,en,wikidata,Q14942517,12,12,2026-04-11T04:02:08.869984+00:00
Sophy,Sophy,sophy,given,KE|TZ,en,wikidata,Q54845316,2,2,2026-04-11T04:02:58.793921+00:00
Soraya,Soraya,soraya,given,SO,en,wikidata,Q142857,1,1,2026-04-11T04:04:50.342011+00:00
Sorayya,Sorayya,sorayya,given,SO,en,wikidata,Q142857,1,1,2026-04-11T04:04:50.342011+00:00
Sorel,Sorel,sorel,given,GN,en,wikidata,Q111604153,1,1,2026-04-11T03:56:35.401685+00:00
Sory,Sory,sory,given,GN|ML,en,wikidata,Q106601752,2,2,2026-04-11T03:58:36.032569+00:00
Soso,Soso,soso,given,NG,en,wikidata,Q94581575,3,1,2026-04-11T03:53:43.271847+00:00
Sospeter,Sospeter,sospeter,given,KE|TZ,en,wikidata,Q30125673,2,2,2026-04-11T04:02:58.793921+00:00
Souad,Souad,souad,given,GH,en,wikidata,Q29052487,1,1,2026-04-11T03:54:59.788336+00:00
Souadou,Souadou,souadou,given,GN,en,wikidata,Q113990180,1,1,2026-04-11T03:56:35.401685+00:00
Souaibou,Souaibou,souaibou,given,GN,en,wikidata,Q112651099,1,1,2026-04-11T03:56:35.401685+00:00
Soufian,Soufian,soufian,given,SN,en,wikidata,Q7553698,1,1,2026-04-11T03:55:17.600261+00:00
Souji,Souji,souji,given,NG,en,wikidata,Q99884623,1,1,2026-04-11T03:53:43.271847+00:00
Soukaïna,Soukaïna,soukaina,given,SN,en,wikidata,Q1845479,1,1,2026-04-11T03:55:17.600261+00:00
Souley,Souley,souley,given,NE,en,wikidata,Q117707181,1,1,2026-04-11T03:59:37.073954+00:00
Souleyman,Souleyman,souleyman,given,SN,en,wikidata,Q66763690,3,3,2026-04-11T03:55:17.600261+00:00
Souleymane,Souleymane,souleymane,given,GN|ML|NE|SN,en,wikidata,Q2304036,20,12,2026-04-11T03:59:37.073954+00:00
Soumaïla,Soumaïla,soumaila,given,ML,en,wikidata,Q124600091,1,1,2026-04-11T03:58:36.032569+00:00
Soungalo,Soungalo,soungalo,given,ML,en,wikidata,Q115933416,1,1,2026-04-11T03:58:36.032569+00:00
Sountougoumba,Sountougoumba,sountougoumba,given,ML,en,wikidata,Q111971322,3,1,2026-04-11T03:58:36.032569+00:00
Soyemi,Soyemi,soyemi,given,NG,en,wikidata,Q134606320,1,1,2026-04-11T03:53:43.271847+00:00
Speciose,Speciose,speciose,given,RW,en,wikidata,Q130753287,1,1,2026-04-11T04:06:17.758091+00:00
Spencer,Spencer,spencer,given,NG,en,wikidata,Q16281695,5,3,2026-04-11T03:53:09.592230+00:00
Speranza,Speranza,speranza,given,KE,en,wikidata,Q3966508,1,1,2026-04-11T04:00:40.796331+00:00
Spinoza,Spinoza,spinoza,given,UG,en,wikidata,Q37291960,3,1,2026-04-11T04:02:08.869984+00:00
Stacey,Stacey,stacey,given,KE|UG,en,wikidata,Q19826118,6,6,2026-04-11T04:02:08.869984+00:00
Stacy,Stacy,stacy,given,KE,en,wikidata,Q151499,3,3,2026-04-11T04:00:40.796331+00:00
Staecy,Staecy,staecy,given,KE,en,wikidata,Q151499,1,1,2026-04-11T04:00:40.796331+00:00
Stan,Stan,stan,given,NG,en,wikidata,Q1241023,2,1,2026-04-11T03:53:09.592230+00:00
Stanislaus,Stanislaus,stanislaus,given,NG|UG,en,wikidata,Q19688768,10,6,2026-04-11T04:02:08.869984+00:00
Stanley,Stanley,stanley,given,GH|KE|NG|TZ|UG,en,wikidata,Q3541269,5,5,2026-04-11T04:02:58.793921+00:00
Stanley (Sunan Fari),Stanley (Sunan Fari),stanleysunanfari,given,GH|KE|NG|TZ|UG,ha,wikidata,Q3541269,5,5,2026-04-11T04:02:58.793921+00:00
Stanley (Sunan Yanka),Stanley (Sunan Yanka),stanleysunanyanka,given,GH|KE|NG|TZ|UG,ha,wikidata,Q3541269,5,5,2026-04-11T04:02:58.793921+00:00
Star,Star,star,given,LR,en,wikidata,Q123594667,1,1,2026-04-11T03:56:11.862463+00:00
Stefano,Stefano,stefano,given,TZ,en,wikidata,Q650375,5,3,2026-04-11T04:02:58.793921+00:00
Stefanos,Stefanos,stefanos,given,ET,en,wikidata,Q18607899,3,3,2026-04-11T04:03:42.547628+00:00
Stela,Stela,stela,given,TZ,en,wikidata,Q25393349,3,3,2026-04-11T04:02:58.793921+00:00
Stela (given names),Stela (given names),stelagivennames,given,TZ,en,wikidata,Q25393349,1,1,2026-04-11T04:02:58.793921+00:00
Stella,Stella,stella,given,GH|KE|NG|RW|TZ|UG,en,wikidata,Q773765,30,18,2026-04-11T04:06:17.758091+00:00
Stephan,Stephan,stephan,given,GH,en,wikidata,Q15727905,3,3,2026-04-11T03:54:59.788336+00:00
Stéphane,Stéphane,stephane,given,SN,en,wikidata,Q3501543,5,3,2026-04-11T03:55:17.600261+00:00
Stephanie,Stephanie,stephanie,given,GH|KE|NG|UG,en,wikidata,Q1291472,20,12,2026-04-11T04:02:08.869984+00:00
Stephano,Stephano,stephano,given,TZ,en,wikidata,Q98827219,1,1,2026-04-11T04:02:58.793921+00:00
Stephany,Stephany,stephany,given,GH,en,wikidata,Q18607252,3,3,2026-04-11T03:54:59.788336+00:00
Stephen,Stephen,stephen,given,GH|KE|LR|NG|TZ|UG,en,wikidata,Q4927100,6,6,2026-04-11T04:02:58.793921+00:00
Stephon,Stephon,stephon,given,TZ,en,wikidata,Q97175201,1,1,2026-04-11T04:02:58.793921+00:00
Stergomena,Stergomena,stergomena,given,TZ,en,wikidata,Q30125722,1,1,2026-04-11T04:02:58.793921+00:00
Steve,Steve,steve,given,GH|KE|NG|RW,en,wikidata,Q18336566,5,4,2026-04-11T04:06:17.758091+00:00
Steven,Steven,steven,given,GH|KE|NG|RW|SN|TZ|UG,en,wikidata,Q17501985,7,7,2026-04-11T04:06:17.758091+00:00
Stevland,Stevland,stevland,given,GH,en,wikidata,Q61678637,3,1,2026-04-11T03:54:59.788336+00:00
St Michael,St Michael,stmichael,given,GH,en,wikidata,Q45581,2,2,2026-04-11T03:54:59.788336+00:00
St Michael the Archangel,St Michael the Archangel,stmichaelthearchangel,given,GH,en,wikidata,Q45581,2,2,2026-04-11T03:54:59.788336+00:00
Stokely,Stokely,stokely,given,GN,en,wikidata,Q104605975,1,1,2026-04-11T03:56:35.401685+00:00
Stuart,Stuart,stuart,given,NG|UG,en,wikidata,Q7626248,2,2,2026-04-11T04:02:08.869984+00:00
Success,Success,success,given,LR|NE,en,wikidata,Q38222743,2,2,2026-04-11T03:59:37.073954+00:00
Sudhir,Sudhir,sudhir,given,UG,en,wikidata,Q7633786,3,3,2026-04-11T04:02:08.869984+00:00
Sueddie,Sueddie,sueddie,given,NG,en,wikidata,Q118434319,3,1,2026-04-11T03:53:09.592230+00:00
Suglo,Suglo,suglo,given,GH,en,wikidata,Q135849311,1,1,2026-04-11T03:55:01.598767+00:00
Suhana,Suhana,suhana,given,UG,en,wikidata,Q108577241,1,1,2026-04-11T04:02:08.869984+00:00
Sukhinder,Sukhinder,sukhinder,given,TZ,en,wikidata,Q96035324,1,1,2026-04-11T04:02:58.793921+00:00
Sulaiman,Sulaiman,sulaiman,given,ER|NG|UG,en,wikidata,Q21512551|Q99460859,3,3,2026-04-11T04:05:54.878153+00:00
Sulayman,Sulayman,sulayman,given,GM,en,wikidata,Q36885127|Q61310624,4,2,2026-04-11T03:55:41.659336+00:00
Sule,Sule,sule,given,NG,en,wikidata,Q134100312,1,1,2026-04-11T03:53:43.271847+00:00
Suleiman,Suleiman,suleiman,given,GH|GM|GN|KE|NG|SO|TZ,en,wikidata,Q1806880|Q61310624,7,7,2026-04-11T04:04:50.342011+00:00
Sulekha,Sulekha,sulekha,given,SO,en,wikidata,Q115647537,1,1,2026-04-11T04:04:50.342011+00:00
Sulieman,Sulieman,sulieman,given,NG,en,wikidata,Q37241574,6,1,2026-04-11T03:53:09.592230+00:00
Sultan,Sultan,sultan,given,RW,en,wikidata,Q3503530,1,1,2026-04-11T04:06:17.758091+00:00
Sumaya,Sumaya,sumaya,given,UG,en,wikidata,Q10683589,1,1,2026-04-11T04:02:08.869984+00:00
Sumner,Sumner,sumner,given,NG,en,wikidata,Q16281789,5,3,2026-04-11T03:53:09.592230+00:00
Sun,Sun,sun,given,NG,en,wikidata,Q98777267,1,1,2026-04-11T03:53:43.271847+00:00
Sunan mace,Sunan mace,sunanmace,given,NG,ha,wikidata,Q117864783,1,1,2026-04-11T03:53:43.271847+00:00
Sunan namiji,Sunan namiji,sunannamiji,given,NG,ha,wikidata,Q96476293,1,1,2026-04-11T03:53:43.271847+00:00
Sunday,Sunday,sunday,given,KE|LR|NG|TZ|UG,en,wikidata,Q63062729,15,5,2026-04-11T04:02:58.793921+00:00
Sunil,Sunil,sunil,given,KE,en,wikidata,Q15849638,3,3,2026-04-11T04:00:40.796331+00:00
Sunny,Sunny,sunny,given,NG,en,wikidata,Q19968383,6,3,2026-04-11T03:53:09.592230+00:00
Suraj,Suraj,suraj,given,NG,en,wikidata,Q84245658,2,1,2026-04-11T03:53:09.592230+00:00
Surayya,Surayya,surayya,given,NG,en,wikidata,Q77266119,1,1,2026-04-11T03:53:43.271847+00:00
Suresh,Suresh,suresh,given,TZ,en,wikidata,Q7645714,3,3,2026-04-11T04:02:58.793921+00:00
Susan,Susan,susan,given,GH|GM|KE|NG|TZ|UG,en,wikidata,Q14936243,6,6,2026-04-11T04:02:58.793921+00:00
Susana,Susana,susana,given,GH,en,wikidata,Q14936073,3,3,2026-04-11T03:54:59.788336+00:00
Susanna,Susanna,susanna,given,GH,en,wikidata,Q14936808,3,3,2026-04-11T03:54:59.788336+00:00
Susannah,Susannah,susannah,given,GH,en,wikidata,Q7648707,3,1,2026-04-11T03:54:59.788336+00:00
Susanne,Susanne,susanne,given,TZ,en,wikidata,Q14936686,5,3,2026-04-11T04:02:58.793921+00:00
Sussanne,Sussanne,sussanne,given,NG,en,wikidata,Q112566586,1,1,2026-04-11T03:53:43.271847+00:00
Suzan,Suzan,suzan,given,TZ|UG,en,wikidata,Q18067250,6,6,2026-04-11T04:02:58.793921+00:00
Suzana,Suzana,suzana,given,ER,en,wikidata,Q14936489,3,3,2026-04-11T04:05:54.878153+00:00
Suzanna,Suzanna,suzanna,given,KE|NG,en,wikidata,Q21141885,10,6,2026-04-11T04:00:40.796331+00:00
Suzanne,Suzanne,suzanne,given,KE|ML|NG|RW|SN,en,wikidata,Q13138161,15,15,2026-04-11T04:06:17.758091+00:00
Sweta,Sweta,sweta,given,TZ,en,wikidata,Q137537163,1,1,2026-04-11T04:02:58.793921+00:00
Sydney,Sydney,sydney,given,NG|UG,en,wikidata,Q18915128,9,2,2026-04-11T04:02:08.869984+00:00
Syed,Syed,syed,given,SO,en,wikidata,Q23048926,3,3,2026-04-11T04:04:50.342011+00:00
Syl,Syl,syl,given,SL,en,wikidata,Q25114598,1,1,2026-04-11T03:55:59.997221+00:00
Sylvain,Sylvain,sylvain,given,SN,en,wikidata,Q16281827,1,1,2026-04-11T03:55:17.600261+00:00
Sylvanus,Sylvanus,sylvanus,given,LR|NG|UG,en,wikidata,Q51619231,4,3,2026-04-11T04:02:08.869984+00:00
Sylvester,Sylvester,sylvester,given,GH|KE|LR|NG|SL|TZ,en,wikidata,Q19828535,18,18,2026-04-11T04:02:58.793921+00:00
Sylvestre,Sylvestre,sylvestre,given,RW|SN,en,wikidata,Q16291081,6,6,2026-04-11T04:06:17.758091+00:00
Sylvia,Sylvia,sylvia,given,GH|KE|NG|SL|TZ|UG,en,wikidata,Q10686817,7,6,2026-04-11T04:02:58.793921+00:00
Sylvie,Sylvie,sylvie,given,GN|RW,en,wikidata,Q18066679,2,2,2026-04-11T04:06:17.758091+00:00
Sylvio,Sylvio,sylvio,given,SN,en,wikidata,Q17565205,5,3,2026-04-11T03:55:17.600261+00:00
Symon,Symon,symon,given,KE,en,wikidata,Q21004280,1,1,2026-04-11T04:00:40.796331+00:00
Syrus,Syrus,syrus,given,UG,en,wikidata,Q96466312,1,1,2026-04-11T04:02:08.869984+00:00
Szandra,Szandra,szandra,given,GH,en,wikidata,Q3509623,3,3,2026-04-11T03:54:59.788336+00:00
T,T,t,given,NG,en|fr,wikidata,Q19803520,3,2,2026-04-11T03:53:09.592230+00:00
Tabitha,Tabitha,tabitha,given,GH|KE|NG,en,wikidata,Q18985757,3,3,2026-04-11T04:00:40.796331+00:00
taboado de pinho,taboado de pinho,taboadodepinho,given,NG,pt,wikidata,Q1503211,1,1,2026-04-11T03:53:43.271847+00:00
tabuado de pinho,tabuado de pinho,tabuadodepinho,given,NG,pt,wikidata,Q1503211,1,1,2026-04-11T03:53:43.271847+00:00
Tacko,Tacko,tacko,given,SN,en,wikidata,Q113638294,1,1,2026-04-11T03:55:17.600261+00:00
Taddeo,Taddeo,taddeo,given,UG,en,wikidata,Q1589511,3,3,2026-04-11T04:02:08.869984+00:00
Tádé,Tádé,tade,given,NG,en,wikidata,Q21069443,6,3,2026-04-11T03:53:09.592230+00:00
Tadesse,Tadesse,tadesse,given,ET,en,wikidata,Q19968386,3,3,2026-04-11T04:03:42.547628+00:00
Tadi,Tadi,tadi,given,NG,en,wikidata,Q3513722,1,1,2026-04-11T03:53:43.271847+00:00
Tafari,Tafari,tafari,given,ET,en,wikidata,Q96616796,3,1,2026-04-11T04:03:42.547628+00:00
Tafawa-Balewa,Tafawa-Balewa,tafawabalewa,given,NG,en,wikidata,Q7674928,3,2,2026-04-11T03:53:09.592230+00:00
Tafida,Tafida,tafida,given,NG,en,wikidata,Q116367839,1,1,2026-04-11T03:53:43.271847+00:00
Tafsir,Tafsir,tafsir,given,SN,en,wikidata,Q112242274,1,1,2026-04-11T03:55:17.600261+00:00
Tahama,Tahama,tahama,given,GH,en,wikidata,Q135849322,1,1,2026-04-11T03:55:01.598767+00:00
Taher,Taher,taher,given,GH|NG,en,wikidata,Q113098,3,2,2026-04-11T03:54:59.788336+00:00
Tahir,Tahir,tahir,given,GH|NG,en,wikidata,Q113098,3,2,2026-04-11T03:54:59.788336+00:00
Tai,Tai,tai,given,NG,en,wikidata,Q96195305,1,1,2026-04-11T03:53:43.271847+00:00
Taiwo,Taiwo,taiwo,given,NG,en,wikidata,Q55384132,1,1,2026-04-11T03:53:09.592230+00:00
Taiwo Asaolu,Taiwo Asaolu,taiwoasaolu,given,NG,en,wikidata,Q23761765,1,1,2026-04-11T03:53:43.271847+00:00
Taiye,Taiye,taiye,given,NG,en,wikidata,Q130360109,1,1,2026-04-11T03:53:43.271847+00:00
Takisha,Takisha,takisha,given,RW,en,wikidata,Q123589984,1,1,2026-04-11T04:06:17.758091+00:00
Takyiwaa,Takyiwaa,takyiwaa,given,GH,en,wikidata,Q132413386,1,1,2026-04-11T03:54:59.788336+00:00
Talent,Talent,talent,given,UG,en,wikidata,Q137888308,1,1,2026-04-11T04:02:08.869984+00:00
Tali,Tali,tali,given,UG,ha,wikidata,Q16281923,1,1,2026-04-11T04:02:08.869984+00:00
Talia,Talia,talia,given,UG,en,wikidata,Q16281923,3,3,2026-04-11T04:02:08.869984+00:00
Talib,Talib,talib,given,GM,en,wikidata,Q106538706,1,1,2026-04-11T03:55:41.659336+00:00
Taliby,Taliby,taliby,given,GN,en,wikidata,Q96602641,1,1,2026-04-11T03:56:35.401685+00:00
Tamara,Tamara,tamara,given,ET|NG,en,wikidata,Q936646,10,6,2026-04-11T04:03:42.547628+00:00
Tameka,Tameka,tameka,given,NG,en,wikidata,Q23323201,1,1,2026-04-11T03:53:43.271847+00:00
Tamsir,Tamsir,tamsir,given,GN|SN,en,wikidata,Q105821774,2,2,2026-04-11T03:56:35.401685+00:00
Tamuno,Tamuno,tamuno,given,NG,en,wikidata,Q125870805,1,1,2026-04-11T03:53:09.592230+00:00
Tamunomiete,Tamunomiete,tamunomiete,given,NG,en,wikidata,Q124327574,1,1,2026-04-11T03:53:43.271847+00:00
Tamunotonye,Tamunotonye,tamunotonye,given,NG,en,wikidata,Q21282591,1,1,2026-04-11T03:53:09.592230+00:00
Tana,Tana,tana,given,NG,en,wikidata,Q80441075,1,1,2026-04-11T03:53:43.271847+00:00
Tanguy,Tanguy,tanguy,given,ML,en,wikidata,Q21857506,1,1,2026-04-11T03:58:36.032569+00:00
Tani,Tani,tani,given,NG,en,wikidata,Q96675842,1,1,2026-04-11T03:53:43.271847+00:00
Tania,Tania,tania,given,UG,en,wikidata,Q16612206,1,1,2026-04-11T04:02:08.869984+00:00
Tanja,Tanja,tanja,given,UG,en,wikidata,Q12338797,5,3,2026-04-11T04:02:08.869984+00:00
Tara,Tara,tara,given,NG,en,wikidata,Q1611595,4,3,2026-04-11T03:53:09.592230+00:00
Tarcisius,Tarcisius,tarcisius,given,TZ,en,wikidata,Q122929501,1,1,2026-04-11T04:02:58.793921+00:00
Tarek Tarik Târiq طارق,Tarek Tarik Târiq طارق,tarektariktariq,given,KE|NG,fr,wikidata,Q19967568,2,2,2026-04-11T04:00:40.796331+00:00
Tareq,Tareq,tareq,given,KE,en,wikidata,Q84357664,1,1,2026-04-11T04:00:40.796331+00:00
Tarik,Tarik,tarik,given,ML,en,wikidata,Q20000543,4,3,2026-04-11T03:58:36.032569+00:00
Tariq,Tariq,tariq,given,KE|NG,en,wikidata,Q19967568,6,6,2026-04-11T04:00:40.796331+00:00
Tarique,Tarique,tarique,given,UG,en,wikidata,Q123224518,1,1,2026-04-11T04:02:08.869984+00:00
Tarsis,Tarsis,tarsis,given,UG,en,wikidata,Q119067052,1,1,2026-04-11T04:02:08.869984+00:00
Tatiana,Tatiana,tatiana,given,RW,en,wikidata,Q1317239,5,3,2026-04-11T04:06:17.758091+00:00
Tatiana (nome),Tatiana (nome),tatiananome,given,RW,pt,wikidata,Q1317239,1,1,2026-04-11T04:06:17.758091+00:00
Tatu,Tatu,tatu,given,KE|TZ,en,wikidata,Q30125762,6,2,2026-04-11T04:02:58.793921+00:00
Tatum,Tatum,tatum,given,RW,en,wikidata,Q16281987,3,3,2026-04-11T04:06:17.758091+00:00
Taye,Taye,taye,given,NG,en,wikidata,Q91089659,1,1,2026-04-11T03:53:09.592230+00:00
Taylor,Taylor,taylor,given,RW,en,wikidata,Q3981665,5,3,2026-04-11T04:06:17.758091+00:00
Tayo,Tayo,tayo,given,NG,en,wikidata,Q63101053,1,1,2026-04-11T03:53:09.592230+00:00
Teah,Teah,teah,given,LR,en,wikidata,Q107555141,1,1,2026-04-11T03:56:11.862463+00:00
Ted,Ted,ted,given,GH|KE,en,wikidata,Q1737211,10,6,2026-04-11T04:00:40.796331+00:00
Teddy,Teddy,teddy,given,ET|GH|KE|NG|RW|TZ|UG,en,wikidata,Q18010041,7,7,2026-04-11T04:06:17.758091+00:00
Tedros,Tedros,tedros,given,ET,en,wikidata,Q26742209,1,1,2026-04-11T04:03:42.547628+00:00
Tegla,Tegla,tegla,given,KE,en,wikidata,Q56887165,1,1,2026-04-11T04:00:40.796331+00:00
Teilo,Teilo,teilo,given,KE,en,wikidata,Q24235109,1,1,2026-04-11T04:00:40.796331+00:00
Tẹjú,Tẹjú,teju,given,NG,en,wikidata,Q130737805,1,1,2026-04-11T03:53:46.972392+00:00
Tejumade,Tejumade,tejumade,given,NG,en,wikidata,Q130737805,1,1,2026-04-11T03:53:46.972392+00:00
Tekla,Tekla,tekla,given,KE,en,wikidata,Q1317613,5,3,2026-04-11T04:00:40.796331+00:00
Télésphore,Télésphore,telesphore,given,TZ,en,wikidata,Q19915105,5,4,2026-04-11T04:02:58.793921+00:00
Telia,Telia,telia,given,LR,en,wikidata,Q89397830,1,1,2026-04-11T03:56:11.862463+00:00
Telly,Telly,telly,given,GN,en,wikidata,Q29171440,1,1,2026-04-11T03:56:35.401685+00:00
Temba,Temba,temba,given,NG,en,wikidata,Q7698001,1,1,2026-04-11T03:53:09.592230+00:00
Temesgen,Temesgen,temesgen,given,ER|ET,en,wikidata,Q29363589,6,6,2026-04-11T04:05:54.878153+00:00
Temi,Temi,temi,given,NG,en,wikidata,Q96654639,1,1,2026-04-11T03:53:43.271847+00:00
Temidayo,Temidayo,temidayo,given,NG,en,wikidata,Q87402558,3,1,2026-04-11T03:53:43.271847+00:00
Temie,Temie,temie,given,NG,en,wikidata,Q128802268,2,1,2026-04-11T03:53:09.592230+00:00
Temilade,Temilade,temilade,given,NG,en,wikidata,Q112800211,2,1,2026-04-11T03:53:09.592230+00:00
Temiloluwa,Temiloluwa,temiloluwa,given,NG,en,wikidata,Q97751503,1,1,2026-04-11T03:53:09.592230+00:00
Temitayo,Temitayo,temitayo,given,NG,en,wikidata,Q64826928,2,1,2026-04-11T03:53:09.592230+00:00
Temitope,Temitope,temitope,given,NG,en,wikidata,Q24969597,2,1,2026-04-11T03:53:09.592230+00:00
Tendou,Tendou,tendou,given,GN,en,wikidata,Q122956884,1,1,2026-04-11T03:56:35.401685+00:00
Teniola,Teniola,teniola,given,NG,en,wikidata,Q99300065,3,1,2026-04-11T03:53:43.271847+00:00
Teodosia,Teodosia,teodosia,given,KE,en,wikidata,Q104620635,5,3,2026-04-11T04:00:40.796331+00:00
Teresa,Teresa,teresa,given,KE|NG|UG,en,wikidata,Q2793617,20,9,2026-04-11T04:02:08.869984+00:00
Teresia,Teresia,teresia,given,KE|TZ,en,wikidata,Q18192713,6,6,2026-04-11T04:02:58.793921+00:00
Teresiah,Teresiah,teresiah,given,KE,en,wikidata,Q130212756,1,1,2026-04-11T04:00:40.796331+00:00
Tereza,Tereza,tereza,given,ET,en,wikidata,Q18192710,3,3,2026-04-11T04:03:42.547628+00:00
Terezya,Terezya,terezya,given,TZ,en,wikidata,Q30125776,1,1,2026-04-11T04:02:58.793921+00:00
Teria,Teria,teria,given,NG,en,wikidata,Q10824537,2,1,2026-04-11T03:53:09.592230+00:00
Terlumun,Terlumun,terlumun,given,NG,en,wikidata,Q134411949,1,1,2026-04-11T03:53:43.271847+00:00
Terry,Terry,terry,given,GH|KE|NG,en,wikidata,Q10514602,4,3,2026-04-11T04:00:40.796331+00:00
Tesfaye,Tesfaye,tesfaye,given,ET,en,wikidata,Q104836750,1,1,2026-04-11T04:03:42.547628+00:00
Teshome,Teshome,teshome,given,ET,en,wikidata,Q16282029,1,1,2026-04-11T04:03:42.547628+00:00
Tess,Tess,tess,given,NG,en,wikidata,Q19968672,5,3,2026-04-11T03:53:09.592230+00:00
Tettey,Tettey,tettey,given,GH,en,wikidata,Q16291112,1,1,2026-04-11T03:54:59.788336+00:00
Thadaeus,Thadaeus,thadaeus,given,TZ,en,wikidata,Q130354233,1,1,2026-04-11T04:02:58.793921+00:00
Thaddée,Thaddée,thaddee,given,RW,en,wikidata,Q19948145,1,1,2026-04-11T04:06:17.758091+00:00
Thaddeus,Thaddeus,thaddeus,given,NG,en,wikidata,Q1326129,3,3,2026-04-11T03:53:09.592230+00:00
Thama,Thama,thama,given,GN,en,wikidata,Q111530023,1,1,2026-04-11T03:56:35.401685+00:00
Thanasis,Thanasis,thanasis,given,NG,en,wikidata,Q97999172,1,1,2026-04-11T03:53:09.592230+00:00
Thandiwe,Thandiwe,thandiwe,given,KE,en,wikidata,Q97041857,1,1,2026-04-11T04:00:40.796331+00:00
Tharcisse,Tharcisse,tharcisse,given,RW,en,wikidata,Q115200656,1,1,2026-04-11T04:06:17.758091+00:00
The Archangel Michael,The Archangel Michael,thearchangelmichael,given,GH,en,wikidata,Q45581,1,1,2026-04-11T03:54:59.788336+00:00
The Black Dog,The Black Dog,theblackdog,given,UG,en,wikidata,Q111744540,1,1,2026-04-11T04:02:08.869984+00:00
The Boss,The Boss,theboss,given,GH,en,wikidata,Q487948,1,1,2026-04-11T03:54:59.788336+00:00
Thelma,Thelma,thelma,given,GH|LR|NG|UG,en,wikidata,Q3523520,15,12,2026-04-11T04:02:08.869984+00:00
Theo,Theo,theo,given,ET|GH|LR|NG,en,wikidata,Q7062902,4,4,2026-04-11T04:03:42.547628+00:00
Theodora,Theodora,theodora,given,GH|UG,en,wikidata,Q19962796,10,6,2026-04-11T04:02:08.869984+00:00
Theodore,Theodore,theodore,given,GH|LR|NG|RW|SN|UG,en,wikidata,Q15875484|Q18145734,31,18,2026-04-11T04:06:17.758091+00:00
Theodosia,Theodosia,theodosia,given,GH,en,wikidata,Q600155,3,3,2026-04-11T03:54:59.788336+00:00
Théogène,Théogène,theogene,given,RW,en,wikidata,Q60589704,1,1,2026-04-11T04:06:17.758091+00:00
Théologien musulman,Théologien musulman,theologienmusulman,given,GH,fr,wikidata,Q189459,1,1,2026-04-11T03:54:59.788336+00:00
Theophile,Theophile,theophile,given,UG,en,wikidata,Q21143268,5,3,2026-04-11T04:02:08.869984+00:00
Theophilus,Theophilus,theophilus,given,GH|NG|SL,en,wikidata,Q19873223,9,9,2026-04-11T03:55:59.997221+00:00
Theopista,Theopista,theopista,given,UG,en,wikidata,Q131378700|Q3983958,2,2,2026-04-11T04:02:08.869984+00:00
The Republic of Uganda,The Republic of Uganda,therepublicofuganda,given,UG,en,wikidata,Q1036,1,1,2026-04-11T04:02:08.869984+00:00
Theresa,Theresa,theresa,given,GH|NG|UG,en,wikidata,Q18192718,9,9,2026-04-11T04:02:08.869984+00:00
Theresah,Theresah,theresah,given,GH,en,wikidata,Q130212761,1,1,2026-04-11T03:54:59.788336+00:00
Therese,Therese,therese,given,GH|GM|GN|RW|SN,en,wikidata,Q17651236|Q18177305,18,14,2026-04-11T04:06:17.758091+00:00
Theresia,Theresia,theresia,given,KE|TZ,en,wikidata,Q18147462,10,6,2026-04-11T04:02:58.793921+00:00
The Virtuous (title),The Virtuous (title),thevirtuoustitle,given,SN,en,wikidata,Q18091421,1,1,2026-04-11T03:55:17.600261+00:00
Thiaw,Thiaw,thiaw,given,SN,en,wikidata,Q115690233,1,1,2026-04-11T03:55:17.600261+00:00
Thierno,Thierno,thierno,given,GN|SN,en,wikidata,Q19968395,6,6,2026-04-11T03:56:35.401685+00:00
Thierry,Thierry,thierry,given,RW|SN,en,wikidata,Q18001848,6,6,2026-04-11T04:06:17.758091+00:00
Thioro,Thioro,thioro,given,SN,en,wikidata,Q113638778,3,1,2026-04-11T03:55:17.600261+00:00
Thlawur,Thlawur,thlawur,given,NG,en,wikidata,Q136523842,1,1,2026-04-11T03:53:43.271847+00:00
Thobias,Thobias,thobias,given,TZ,en,wikidata,Q21146296,5,3,2026-04-11T04:02:58.793921+00:00
Thomas,Thomas,thomas,given,ER|ET|GH|GM|GN|KE|LR|ML|NG|RW|SL|TZ|UG,en,wikidata,Q16428906,14,13,2026-04-11T04:06:17.758091+00:00
Thorsten,Thorsten,thorsten,given,GH,en,wikidata,Q19688775,5,3,2026-04-11T03:54:59.788336+00:00
Tiana,Tiana,tiana,given,NG,en,wikidata,Q18199191,3,3,2026-04-11T03:53:43.271847+00:00
Tidiane,Tidiane,tidiane,given,GN|ML|SN,en,wikidata,Q21132646,3,3,2026-04-11T03:58:36.032569+00:00
Tidjan,Tidjan,tidjan,given,GN,en,wikidata,Q113976674,1,1,2026-04-11T03:56:35.401685+00:00
