name_display,name_nfc,name_ascii_key,name_type,countries,languages,sources,source_ids,total_evidence_count,occurrence_count,last_seen_at
Badmus,Badmus,badmus,family,NG,en,wikidata,Q37492993,3,1,2026-04-11T03:53:58.817238+00:00
Badoe,Badoe,badoe,family,GH,en,wikidata,Q131719137,1,1,2026-04-11T03:55:04.900162+00:00
Badu,Badu,badu,family,GH,en,wikidata,Q16479697,1,1,2026-04-11T03:55:04.900162+00:00
Badwel,Badwel,badwel,family,TZ,en,wikidata,Q30090944,3,1,2026-04-11T04:03:05.784060+00:00
Baeta,Baeta,baeta,family,GH,en,wikidata,Q37233779,3,1,2026-04-11T03:55:04.900162+00:00
Bafadhili,Bafadhili,bafadhili,family,TZ,en,wikidata,Q30106914,3,1,2026-04-11T04:03:05.784060+00:00
Baffa,Baffa,baffa,family,NG,en,wikidata,Q36903443,6,1,2026-04-11T03:53:58.817238+00:00
Baffoe,Baffoe,baffoe,family,GH,en,wikidata,Q799782,1,1,2026-04-11T03:55:04.900162+00:00
Baffour,Baffour,baffour,family,GH,en,wikidata,Q21504777,1,1,2026-04-11T03:55:04.900162+00:00
Bafois,Bafois,bafois,family,NG,en,wikidata,Q107453759,2,1,2026-04-11T03:53:58.817238+00:00
Ba fullatanai,Ba fullatanai,bafullatanai,family,GN|ML|NE|SN,ha,wikidata,Q797425,4,4,2026-04-11T03:59:54.371781+00:00
Bagabe,Bagabe,bagabe,family,RW,en,wikidata,Q133809541,1,1,2026-04-11T04:06:35.644753+00:00
Bagala,Bagala,bagala,family,UG,en,wikidata,Q37548610,3,1,2026-04-11T04:02:16.934249+00:00
Bagayoko,Bagayoko,bagayoko,family,ML,en,wikidata,Q56537588,3,1,2026-04-11T03:58:48.444484+00:00
Bagbin,Bagbin,bagbin,family,GH,en,wikidata,Q113463906,3,1,2026-04-11T03:55:04.900162+00:00
Bagisu people,Bagisu people,bagisupeople,family,UG,en,wikidata,Q799929,1,1,2026-04-11T04:02:16.934249+00:00
Baguma,Baguma,baguma,family,UG,en,wikidata,Q110397086,3,1,2026-04-11T04:02:16.934249+00:00
Bah,Bah,bah,family,GH|GM|GN|ML,en,wikidata,Q37451127,12,4,2026-04-11T03:58:48.444484+00:00
Bahi,Bahi,bahi,family,GN,en,wikidata,Q37250719,3,1,2026-04-11T03:56:43.370233+00:00
Bahta,Bahta,bahta,family,ER,en,wikidata,Q37505810,3,1,2026-04-11T04:06:05.956447+00:00
Bahujimihigo,Bahujimihigo,bahujimihigo,family,RW,en,wikidata,Q130001658,1,1,2026-04-11T04:06:35.644753+00:00
Baiden,Baiden,baiden,family,GH,en,wikidata,Q37253599,3,1,2026-04-11T03:55:04.900162+00:00
Baidoo,Baidoo,baidoo,family,GH,en,wikidata,Q37520435,3,1,2026-04-11T03:55:04.900162+00:00
Baikie,Baikie,baikie,family,NG,en,wikidata,Q16479859,2,2,2026-04-11T03:53:58.817238+00:00
Baillet,Baillet,baillet,family,NE,en,wikidata,Q40869653,3,1,2026-04-11T03:59:54.371781+00:00
Baingana,Baingana,baingana,family,UG,en,wikidata,Q106008839,2,1,2026-04-11T04:02:16.934249+00:00
Bainomugisha,Bainomugisha,bainomugisha,family,UG,en,wikidata,Q117035909,1,1,2026-04-11T04:02:16.934249+00:00
Baise,Baise,baise,family,NG,en,wikidata,Q37254107,3,1,2026-04-11T03:53:58.817238+00:00
Bakar,Bakar,bakar,family,TZ,en,wikidata,Q30091006,3,1,2026-04-11T04:03:05.784060+00:00
Bakare,Bakare,bakare,family,NG,en,wikidata,Q96476291,1,1,2026-04-11T03:54:55.800945+00:00
Bakari,Bakari,bakari,family,GH|TZ,en,wikidata,Q37464228,6,2,2026-04-11T04:03:05.784060+00:00
Bakary,Bakary,bakary,family,NE|TZ,en,wikidata,Q30093850,6,2,2026-04-11T04:03:05.784060+00:00
Bakayoko,Bakayoko,bakayoko,family,GN,en,wikidata,Q804264,1,1,2026-04-11T03:56:43.370233+00:00
Baker,Baker,baker,family,GH|NG,en,wikidata,Q2658150,2,2,2026-04-11T03:55:04.900162+00:00
Baki,Baki,baki,family,NG,en,wikidata,Q37289810,3,1,2026-04-11T03:53:58.817238+00:00
Bako,Bako,bako,family,NG|UG,en,wikidata,Q16274997,4,2,2026-04-11T04:02:16.934249+00:00
Bakundufite,Bakundufite,bakundufite,family,RW,en,wikidata,Q134890373,1,1,2026-04-11T04:06:35.644753+00:00
Bala,Bala,bala,family,NG,en,wikidata,Q30669842|Q41532699,7,2,2026-04-11T03:53:58.817238+00:00
Balala,Balala,balala,family,KE,en,wikidata,Q37526486,3,1,2026-04-11T04:01:06.680289+00:00
Balamou,Balamou,balamou,family,GN,en,wikidata,Q41542036,3,1,2026-04-11T03:56:43.370233+00:00
Balarabe,Balarabe,balarabe,family,NG,en,wikidata,Q55567239,1,1,2026-04-11T03:53:58.817238+00:00
Balat,Balat,balat,family,NG,en,wikidata,Q16479766,1,1,2026-04-11T03:53:58.817238+00:00
Balcha,Balcha,balcha,family,ET,en,wikidata,Q37518388,3,1,2026-04-11T04:03:51.884736+00:00
Balde,Balde,balde,family,GN|SN,en,wikidata,Q21456420|Q42951083,9,3,2026-04-11T03:56:43.370233+00:00
Baldeh,Baldeh,baldeh,family,GM,en,wikidata,Q37545343,3,1,2026-04-11T03:55:47.241547+00:00
Baldini,Baldini,baldini,family,TZ,en,wikidata,Q21456436,3,1,2026-04-11T04:03:05.784060+00:00
Balimunsi,Balimunsi,balimunsi,family,UG,en,wikidata,Q111901535,2,2,2026-04-11T04:02:16.934249+00:00
Balla,Balla,balla,family,GM|SN,en,wikidata,Q37518828,6,2,2026-04-11T03:55:47.241547+00:00
Balley,Balley,balley,family,GN,en,wikidata,Q106366083,2,1,2026-04-11T03:56:43.370233+00:00
Ballo,Ballo,ballo,family,ML|SN,en,wikidata,Q30771144,6,2,2026-04-11T03:58:48.444484+00:00
Bally,Bally,bally,family,ML|NG,en,wikidata,Q37080030,2,2,2026-04-11T03:58:48.444484+00:00
Balogun,Balogun,balogun,family,NG,en,wikidata,Q37517830,3,1,2026-04-11T03:53:58.817238+00:00
Balotelli,Balotelli,balotelli,family,GH,en,wikidata,Q56244977,2,1,2026-04-11T03:55:04.900162+00:00
Baluku,Baluku,baluku,family,UG,en,wikidata,Q130358767,1,1,2026-04-11T04:02:32.389445+00:00
Bamasaba,Bamasaba,bamasaba,family,UG,en,wikidata,Q799929,1,1,2026-04-11T04:02:16.934249+00:00
Bamasaba people of Elgon,Bamasaba people of Elgon,bamasabapeopleofelgon,family,UG,en,wikidata,Q799929,1,1,2026-04-11T04:02:16.934249+00:00
Bamba,Bamba,bamba,family,GH|GN|ML|SN,en,wikidata,Q37547399,12,4,2026-04-11T03:58:48.444484+00:00
Bamford,Bamford,bamford,family,GH,en,wikidata,Q16479788,1,1,2026-04-11T03:55:04.900162+00:00
Bámgbóṣé,Bámgbóṣé,bamgbose,family,NG,en,wikidata,Q131440634,1,1,2026-04-11T03:54:55.800945+00:00
Bámgboyè,Bámgboyè,bamgboye,family,NG,en,wikidata,Q96476296,2,1,2026-04-11T03:53:58.817238+00:00
Bamigboye,Bamigboye,bamigboye,family,NG,am|en,wikidata,Q96476296,6,2,2026-04-11T03:53:58.817238+00:00
Bampoh,Bampoh,bampoh,family,GH,en,wikidata,Q118588841,1,1,2026-04-11T03:55:04.900162+00:00
Banda,Banda,banda,family,GH,en,wikidata,Q16479793,1,1,2026-04-11T03:55:04.900162+00:00
Bandarage,Bandarage,bandarage,family,SL,en,wikidata,Q127089006,1,1,2026-04-11T03:56:03.432992+00:00
Bangi,Bangi,bangi,family,UG,en,wikidata,Q37509957,3,1,2026-04-11T04:02:16.934249+00:00
Bangoura,Bangoura,bangoura,family,GN|ML,en,wikidata,Q56085673,6,2,2026-04-11T03:58:48.444484+00:00
Bangura,Bangura,bangura,family,SL,en,wikidata,Q56245873,3,1,2026-04-11T03:56:03.432992+00:00
Bani,Bani,bani,family,SO,en,wikidata,Q37498634,3,1,2026-04-11T04:05:06.670758+00:00
Banigo,Banigo,banigo,family,NG,en,wikidata,Q118121957,2,1,2026-04-11T03:53:58.817238+00:00
Banjo,Banjo,banjo,family,NG,en,wikidata,Q37492584,3,1,2026-04-11T03:53:58.817238+00:00
Banjoko,Banjoko,banjoko,family,NG,en,wikidata,Q36913077,3,1,2026-04-11T03:53:58.817238+00:00
Bankole,Bankole,bankole,family,NG,en,wikidata,Q21504644,3,1,2026-04-11T03:53:58.817238+00:00
Banner,Banner,banner,family,NG,en,wikidata,Q16479802,2,2,2026-04-11T03:53:58.817238+00:00
Bannerman,Bannerman,bannerman,family,GH,en,wikidata,Q16479803,1,1,2026-04-11T03:55:04.900162+00:00
Banor,Banor,banor,family,GH,en,wikidata,Q72761908,2,1,2026-04-11T03:55:04.900162+00:00
Banyaga,Banyaga,banyaga,family,RW,en,wikidata,Q131436892,1,1,2026-04-11T04:06:35.644753+00:00
Banyikwa,Banyikwa,banyikwa,family,TZ,en,wikidata,Q30093485,3,1,2026-04-11T04:03:05.784060+00:00
Baradji,Baradji,baradji,family,ML|SN,en,wikidata,Q21074894,6,2,2026-04-11T03:58:48.444484+00:00
Barasa,Barasa,barasa,family,KE,en,wikidata,Q12650338,3,1,2026-04-11T04:01:06.680289+00:00
Barau,Barau,barau,family,NG,en,wikidata,Q63143827,4,1,2026-04-11T03:53:58.817238+00:00
Baraza,Baraza,baraza,family,KE,en,wikidata,Q37541059,3,1,2026-04-11T04:01:06.680289+00:00
Barber,Barber,barber,family,NG|SL,en,wikidata,Q15785531,6,2,2026-04-11T03:56:03.432992+00:00
Barber family name,Barber family name,barberfamilyname,family,NG|SL,en,wikidata,Q15785531,2,2,2026-04-11T03:56:03.432992+00:00
Barber surname,Barber surname,barbersurname,family,NG|SL,en,wikidata,Q15785531,2,2,2026-04-11T03:56:03.432992+00:00
Barclay,Barclay,barclay,family,LR,en,wikidata,Q16243195,3,1,2026-04-11T03:56:18.349080+00:00
Barde,Barde,barde,family,NG,en,wikidata,Q27063811,3,1,2026-04-11T03:53:58.817238+00:00
Bare,Bare,bare,family,NE|NG,en,wikidata,Q131425500|Q16479822,4,2,2026-04-11T03:59:54.371781+00:00
Bari,Bari,bari,family,GN,en,wikidata,Q16275004,3,1,2026-04-11T03:56:43.370233+00:00
Barke,Barke,barke,family,NE,en,wikidata,Q37432126,1,1,2026-04-11T03:59:54.371781+00:00
Barlay,Barlay,barlay,family,SL,en,wikidata,Q105595700,3,1,2026-04-11T03:56:03.432992+00:00
Barley,Barley,barley,family,GH,en,wikidata,Q16479449,5,3,2026-04-11T03:55:04.900162+00:00
Barnabas,Barnabas,barnabas,family,NG,en,wikidata,Q37300194,3,1,2026-04-11T03:53:58.817238+00:00
Barnes,Barnes,barnes,family,GH|LR,en,wikidata,Q2658970,2,2,2026-04-11T03:56:18.349080+00:00
Barnett,Barnett,barnett,family,LR|SL,en,wikidata,Q21492126,6,2,2026-04-11T03:56:18.349080+00:00
Baro,Baro,baro,family,GN,en,wikidata,Q36882687,3,1,2026-04-11T03:56:43.370233+00:00
Barre,Barre,barre,family,SO,en,wikidata,Q16275006,3,1,2026-04-11T04:05:06.670758+00:00
Barrett,Barrett,barrett,family,NG,en,wikidata,Q431890,3,1,2026-04-11T03:53:58.817238+00:00
Barrie,Barrie,barrie,family,SL,en,wikidata,Q16479881,1,1,2026-04-11T03:56:03.432992+00:00
Barro,Barro,barro,family,GN|SN,en,wikidata,Q37031458,6,2,2026-04-11T03:56:43.370233+00:00
Barrou,Barrou,barrou,family,ML,en,wikidata,Q65097683,2,1,2026-04-11T03:58:48.444484+00:00
Barrow,Barrow,barrow,family,GM,en,wikidata,Q16479600,3,1,2026-04-11T03:55:47.241547+00:00
Barrow family name,Barrow family name,barrowfamilyname,family,GM,en,wikidata,Q16479600,1,1,2026-04-11T03:55:47.241547+00:00
Barrow surname,Barrow surname,barrowsurname,family,GM,en,wikidata,Q16479600,1,1,2026-04-11T03:55:47.241547+00:00
Barry,Barry,barry,family,GM|GN|ML|NG|SN,en,wikidata,Q808994|Q808995,18,8,2026-04-11T03:58:48.444484+00:00
Barsosio,Barsosio,barsosio,family,KE,en,wikidata,Q16479896,1,1,2026-04-11T04:01:06.680289+00:00
Bart,Bart,bart,family,NG,en,wikidata,Q21502353,6,1,2026-04-11T03:53:58.817238+00:00
Bartels,Bartels,bartels,family,GH,en,wikidata,Q21504602,2,1,2026-04-11T03:55:04.900162+00:00
Bart-Williams,Bart-Williams,bartwilliams,family,SL,en,wikidata,Q71144415,4,3,2026-04-11T03:56:03.432992+00:00
Barusso,Barusso,barusso,family,GH,en,wikidata,Q131226386,1,1,2026-04-11T03:55:04.900162+00:00
Barwany,Barwany,barwany,family,TZ,en,wikidata,Q30125393,3,1,2026-04-11T04:03:05.784060+00:00
Basant,Basant,basant,family,NG,en,wikidata,Q37442447,3,1,2026-04-11T03:53:58.817238+00:00
Bashe,Bashe,bashe,family,TZ,en,wikidata,Q30091764,3,1,2026-04-11T04:03:05.784060+00:00
Basheer,Basheer,basheer,family,NG,en,wikidata,Q36968888,3,1,2026-04-11T03:53:58.817238+00:00
Bashir,Bashir,bashir,family,NG|SO,en,wikidata,Q37208076,6,2,2026-04-11T04:05:06.670758+00:00
Bashobora,Bashobora,bashobora,family,UG,en,wikidata,Q130973959,1,1,2026-04-11T04:02:16.934249+00:00
Bashungwa,Bashungwa,bashungwa,family,TZ,en,wikidata,Q30091796,3,1,2026-04-11T04:03:05.784060+00:00
Basi,Basi,basi,family,NG,en,wikidata,Q37490602,3,1,2026-04-11T03:53:58.817238+00:00
Basigayabo,Basigayabo,basigayabo,family,RW,en,wikidata,Q134531146,1,1,2026-04-11T04:06:35.644753+00:00
Basil,Basil,basil,family,KE|NG,en,wikidata,Q37525243,6,2,2026-04-11T04:01:06.680289+00:00
Basoah,Basoah,basoah,family,GH,en,wikidata,Q113516542,3,1,2026-04-11T03:55:04.900162+00:00
Bass,Bass,bass,family,GM,en,wikidata,Q21501431,3,1,2026-04-11T03:55:47.241547+00:00
Basse,Basse,basse,family,SN,en,wikidata,Q37260730,3,1,2026-04-11T03:55:29.976892+00:00
Bassène,Bassène,bassene,family,SN,en,wikidata,Q126127847,1,1,2026-04-11T03:55:29.976892+00:00
Bassey,Bassey,bassey,family,NG,en,wikidata,Q36959094,3,1,2026-04-11T03:53:58.817238+00:00
Batambuze,Batambuze,batambuze,family,UG,en,wikidata,Q130313448,1,1,2026-04-11T04:02:16.934249+00:00
Batanyenda,Batanyenda,batanyenda,family,UG,en,wikidata,Q54878467,1,1,2026-04-11T04:02:16.934249+00:00
Batema,Batema,batema,family,UG,en,wikidata,Q110397057,3,1,2026-04-11T04:02:16.934249+00:00
Batenga,Batenga,batenga,family,TZ,en,wikidata,Q30099821,3,1,2026-04-11T04:03:05.784060+00:00
Bathe,Bathe,bathe,family,ML,en,wikidata,Q21508611,3,1,2026-04-11T03:58:48.444484+00:00
Bathily,Bathily,bathily,family,ML|SN,en,wikidata,Q36902385,6,2,2026-04-11T03:58:48.444484+00:00
BATOULY,BATOULY,batouly,family,GN,en,wikidata,Q129409591,3,1,2026-04-11T03:56:43.370233+00:00
Ba Touré,Ba Touré,batoure,family,SN,en,wikidata,Q136814063,2,1,2026-04-11T03:55:29.976892+00:00
Batte,Batte,batte,family,UG,en,wikidata,Q37436187,3,1,2026-04-11T04:02:16.934249+00:00
Bauchi,Bauchi,bauchi,family,GH,am,wikidata,Q113470508,2,1,2026-04-11T03:55:04.900162+00:00
Baudin,Baudin,baudin,family,SN,en,wikidata,Q37563724,3,1,2026-04-11T03:55:29.976892+00:00
Bawa,Bawa,bawa,family,GH|NG,en,wikidata,Q37507335,6,2,2026-04-11T03:55:04.900162+00:00
Bawah,Bawah,bawah,family,GH|NG,en,wikidata,Q37507335,4,2,2026-04-11T03:55:04.900162+00:00
Bawazir,Bawazir,bawazir,family,TZ,en,wikidata,Q4873769,1,1,2026-04-11T04:03:05.784060+00:00
Bawumia,Bawumia,bawumia,family,GH,en,wikidata,Q48979502,2,1,2026-04-11T03:55:04.900162+00:00
Bayi,Bayi,bayi,family,TZ,en,wikidata,Q30089756,3,1,2026-04-11T04:03:05.784060+00:00
Bayisenge,Bayisenge,bayisenge,family,RW,en,wikidata,Q134717564,1,1,2026-04-11T04:06:35.644753+00:00
Bayo,Bayo,bayo,family,GN|NG|SN|TZ|UG,en,wikidata,Q30089758,15,5,2026-04-11T04:03:05.784060+00:00
Bayor,Bayor,bayor,family,GH,en,wikidata,Q122258451,1,1,2026-04-11T03:55:04.900162+00:00
Baysa,Baysa,baysa,family,ET,en,wikidata,Q37306018,3,1,2026-04-11T04:03:51.884736+00:00
Bazawule,Bazawule,bazawule,family,GH,en,wikidata,Q122584321,1,1,2026-04-11T03:55:04.900162+00:00
Baze,Baze,baze,family,ET,en,wikidata,Q4875159,1,1,2026-04-11T04:03:51.884736+00:00
Bazindre,Bazindre,bazindre,family,NE,en,wikidata,Q100142143,3,1,2026-04-11T03:59:54.371781+00:00
Beasley,Beasley,beasley,family,NG,en,wikidata,Q20995726,4,2,2026-04-11T03:53:58.817238+00:00
Beatrice,Beatrice,beatrice,family,UG,en,wikidata,Q26904309,3,1,2026-04-11T04:02:16.934249+00:00
Beauttah,Beauttah,beauttah,family,KE,en,wikidata,Q99317810,1,1,2026-04-11T04:01:06.680289+00:00
Béavogui,Béavogui,beavogui,family,GN,en,wikidata,Q99299192,1,1,2026-04-11T03:56:43.370233+00:00
Becker,Becker,becker,family,UG,en,wikidata,Q813701,1,1,2026-04-11T04:02:16.934249+00:00
Becuwe,Becuwe,becuwe,family,NE,en,wikidata,Q105201487,2,1,2026-04-11T03:59:54.371781+00:00
Bedford,Bedford,bedford,family,NG,en,wikidata,Q16479536,3,1,2026-04-11T03:53:58.817238+00:00
Bediako,Bediako,bediako,family,GH,en,wikidata,Q4879264,1,1,2026-04-11T03:55:04.900162+00:00
Bedwei,Bedwei,bedwei,family,GH,en,wikidata,Q113084365,3,1,2026-04-11T03:55:04.900162+00:00
Beecham,Beecham,beecham,family,GH,en,wikidata,Q21509489,3,1,2026-04-11T03:55:04.900162+00:00
Beeman,Beeman,beeman,family,NG,en,wikidata,Q29440569,3,1,2026-04-11T03:53:58.817238+00:00
Begho,Begho,begho,family,NG,en,wikidata,Q814316,1,1,2026-04-11T03:53:58.817238+00:00
Bekaert,Bekaert,bekaert,family,NG,en,wikidata,Q65562036,4,1,2026-04-11T03:53:58.817238+00:00
Bekele,Bekele,bekele,family,ET,en,wikidata,Q56245366,1,1,2026-04-11T04:03:51.884736+00:00
Bekoe,Bekoe,bekoe,family,GH,en,wikidata,Q36917229,3,1,2026-04-11T03:55:04.900162+00:00
Belachew,Belachew,belachew,family,ET,en,wikidata,Q37502479,3,1,2026-04-11T04:03:51.884736+00:00
Belay,Belay,belay,family,ET,en,wikidata,Q37161913,3,1,2026-04-11T04:03:51.884736+00:00
Belayneh,Belayneh,belayneh,family,ET,en,wikidata,Q37023900,3,1,2026-04-11T04:03:51.884736+00:00
Belcher,Belcher,belcher,family,ET,en,wikidata,Q20995742,4,2,2026-04-11T04:03:51.884736+00:00
Belet,Belet,belet,family,KE,en,wikidata,Q76426077,2,1,2026-04-11T04:01:06.680289+00:00
Belete,Belete,belete,family,ET,en,wikidata,Q37305252,3,1,2026-04-11T04:03:51.884736+00:00
Bell,Bell,bell,family,ML,en,wikidata,Q1444604,1,1,2026-04-11T03:58:48.444484+00:00
Bellegarde,Bellegarde,bellegarde,family,ML,en,wikidata,Q16479499,4,2,2026-04-11T03:58:48.444484+00:00
Bello,Bello,bello,family,NE|NG,en,wikidata,Q16479858,2,2,2026-04-11T03:59:54.371781+00:00
Bellon,Bellon,bellon,family,SL,en,wikidata,Q16479538,1,1,2026-04-11T03:56:03.432992+00:00
Bem,Bem,bem,family,NG,en,wikidata,Q37274590,3,1,2026-04-11T03:53:58.817238+00:00
Bempah,Bempah,bempah,family,GH,en,wikidata,Q37462003,3,1,2026-04-11T03:55:04.900162+00:00
Ben Abdallah,Ben Abdallah,benabdallah,family,GH,en,wikidata,Q29408925,1,1,2026-04-11T03:55:04.900162+00:00
Bendera,Bendera,bendera,family,TZ,en,wikidata,Q30100599,3,1,2026-04-11T04:03:05.784060+00:00
Bendu,Bendu,bendu,family,SL,ar,wikidata,Q107448522,1,1,2026-04-11T03:56:03.432992+00:00
Benga,Benga,benga,family,SN,en,wikidata,Q16479646,4,2,2026-04-11T03:55:29.976892+00:00
Bengelloun,Bengelloun,bengelloun,family,SN,en,wikidata,Q125081408,1,1,2026-04-11T03:55:29.976892+00:00
Benin,Benin,benin,family,GH,en,wikidata,Q37485172,3,1,2026-04-11T03:55:04.900162+00:00
Bening,Bening,bening,family,GH,en,wikidata,Q21493507,1,1,2026-04-11T03:55:04.900162+00:00
Benjamin,Benjamin,benjamin,family,GN|NG|SL,en,wikidata,Q817365,3,3,2026-04-11T03:56:43.370233+00:00
Benny,Benny,benny,family,GN,en,wikidata,Q37465210,3,1,2026-04-11T03:56:43.370233+00:00
Benson,Benson,benson,family,GH|LR|NG,en,wikidata,Q2660575,3,3,2026-04-11T03:56:18.349080+00:00
Bensouda,Bensouda,bensouda,family,GM,en,wikidata,Q62867553,3,1,2026-04-11T03:55:47.241547+00:00
Benti,Benti,benti,family,ET,en,wikidata,Q36990359,1,1,2026-04-11T04:03:51.884736+00:00
Bentil,Bentil,bentil,family,GH,en,wikidata,Q37107155,1,1,2026-04-11T03:55:04.900162+00:00
Bentum,Bentum,bentum,family,GH,en,wikidata,Q61623043,1,1,2026-04-11T03:55:04.900162+00:00
Bera,Bera,bera,family,NG,en,wikidata,Q36941502,3,1,2026-04-11T03:53:58.817238+00:00
Berete,Berete,berete,family,GN|ML,en|fr,wikidata,Q37562692,10,6,2026-04-11T03:58:48.444484+00:00
Berhane,Berhane,berhane,family,ER|ET,en,wikidata,Q37484917,6,2,2026-04-11T04:06:05.956447+00:00
Berhanemeskel,Berhanemeskel,berhanemeskel,family,ER,en,wikidata,Q67175992,2,1,2026-04-11T04:06:05.956447+00:00
Berhe,Berhe,berhe,family,ER|ET,en,wikidata,Q39267301,6,2,2026-04-11T04:06:05.956447+00:00
Berkhout,Berkhout,berkhout,family,NG,en,wikidata,Q56243688,3,1,2026-04-11T03:53:58.817238+00:00
Berko,Berko,berko,family,GH,en,wikidata,Q37115487,1,1,2026-04-11T03:55:04.900162+00:00
Berlier,Berlier,berlier,family,NE,en,wikidata,Q23009900,3,1,2026-04-11T03:59:54.371781+00:00
Bernado,Bernado,bernado,family,UG,en,wikidata,Q37522677,3,1,2026-04-11T04:02:16.934249+00:00
Bernard,Bernard,bernard,family,TZ,en,wikidata,Q11134722,3,1,2026-04-11T04:03:05.784060+00:00
Berrick,Berrick,berrick,family,GH,en,wikidata,Q119438007,1,1,2026-04-11T03:55:04.900162+00:00
Berthé,Berthé,berthe,family,ML,en,wikidata,Q106549093|Q2899262,5,4,2026-04-11T03:58:48.444484+00:00
Besigye,Besigye,besigye,family,UG,en,wikidata,Q122835513,1,1,2026-04-11T04:02:16.934249+00:00
Best,Best,best,family,LR|UG,en,wikidata,Q16833377,8,4,2026-04-11T04:02:16.934249+00:00
Betino,Betino,betino,family,GH,en,wikidata,Q113676522,3,1,2026-04-11T03:55:04.900162+00:00
Bett,Bett,bett,family,KE,en,wikidata,Q21502374,3,1,2026-04-11T04:01:06.680289+00:00
Beye,Beye,beye,family,ML|SN,en,wikidata,Q30669681,8,4,2026-04-11T03:58:48.444484+00:00
Beza,Beza,beza,family,ET,en,wikidata,Q37446108,3,1,2026-04-11T04:03:51.884736+00:00
Bezi,Bezi,bezi,family,ML,ar,wikidata,Q107448579,1,1,2026-04-11T03:58:48.444484+00:00
Bidoli,Bidoli,bidoli,family,NG,en,wikidata,Q58386397,2,1,2026-04-11T03:53:58.817238+00:00
Bidwell,Bidwell,bidwell,family,GM,en,wikidata,Q16833400,2,2,2026-04-11T03:55:47.241547+00:00
Biira,Biira,biira,family,UG,en,wikidata,Q114772660,1,1,2026-04-11T04:02:16.934249+00:00
Bilago,Bilago,bilago,family,TZ,en,wikidata,Q30091847,3,1,2026-04-11T04:03:05.784060+00:00
Bilakwate,Bilakwate,bilakwate,family,TZ,en,wikidata,Q30091879,3,1,2026-04-11T04:03:05.784060+00:00
Bilal,Bilal,bilal,family,TZ,en,wikidata,Q25648556,3,1,2026-04-11T04:03:05.784060+00:00
Bilali,Bilali,bilali,family,TZ,en,wikidata,Q37448392,3,1,2026-04-11T04:03:05.784060+00:00
Bile,Bile,bile,family,SO,en,wikidata,Q37455260,3,1,2026-04-11T04:05:06.670758+00:00
Bility,Bility,bility,family,LR,en,wikidata,Q37547428,3,1,2026-04-11T03:56:18.349080+00:00
Bill,Bill,bill,family,NG,en,wikidata,Q14830074,3,1,2026-04-11T03:53:58.817238+00:00
Billon,Billon,billon,family,ML,en,wikidata,Q25308113,3,1,2026-04-11T03:58:48.444484+00:00
Binagwaho,Binagwaho,binagwaho,family,RW,en,wikidata,Q56565946,1,1,2026-04-11T04:06:35.644753+00:00
Biney,Biney,biney,family,GH,en,wikidata,Q37041252,3,1,2026-04-11T03:55:04.900162+00:00
Bingley,Bingley,bingley,family,GH,en,wikidata,Q16833416,3,1,2026-04-11T03:55:04.900162+00:00
Binini,Binini,binini,family,NG,en,wikidata,Q101035326,2,1,2026-04-11T03:53:58.817238+00:00
Binney,Binney,binney,family,GH,en,wikidata,Q21476685,3,1,2026-04-11T03:55:04.900162+00:00
Bio,Bio,bio,family,GH|SL,en,wikidata,Q37564136,6,2,2026-04-11T03:56:03.432992+00:00
Birch,Birch,birch,family,LR,en,wikidata,Q14947702,3,1,2026-04-11T03:56:18.349080+00:00
Bird,Bird,bird,family,NG,en,wikidata,Q14915264,3,1,2026-04-11T03:53:58.817238+00:00
Birdi,Birdi,birdi,family,KE,en,wikidata,Q36936001,3,1,2026-04-11T04:01:06.680289+00:00
Birgen,Birgen,birgen,family,KE,en,wikidata,Q37505037,3,1,2026-04-11T04:01:06.680289+00:00
Birhane,Birhane,birhane,family,ER|ET,en,wikidata,Q106153144,2,2,2026-04-11T04:06:05.956447+00:00
Birmah,Birmah,birmah,family,NG,en,wikidata,Q138013405,1,1,2026-04-11T03:54:49.551750+00:00
Birraux,Birraux,birraux,family,TZ,en,wikidata,Q23816945,3,1,2026-04-11T04:03:05.784060+00:00
Birru,Birru,birru,family,ET,en,wikidata,Q37218615,3,1,2026-04-11T04:03:51.884736+00:00
Birungi,Birungi,birungi,family,RW|UG,en,wikidata,Q65072653,2,2,2026-04-11T04:06:35.644753+00:00
Biruta,Biruta,biruta,family,RW,en,wikidata,Q119777086,3,1,2026-04-11T04:06:35.644753+00:00
Bisi,Bisi,bisi,family,NG,en,wikidata,Q37535956,3,1,2026-04-11T03:53:58.817238+00:00
Bissong,Bissong,bissong,family,NG,en,wikidata,Q4918482,1,1,2026-04-11T03:53:58.817238+00:00
Biteko,Biteko,biteko,family,TZ,en,wikidata,Q30091887,3,1,2026-04-11T04:03:05.784060+00:00
Bitok,Bitok,bitok,family,KE,en,wikidata,Q21450622,1,1,2026-04-11T04:01:06.680289+00:00
Bitrus Sambo,Bitrus Sambo,bitrussambo,family,NG,en,wikidata,Q121539267,1,1,2026-04-11T03:53:58.817238+00:00
Biwott,Biwott,biwott,family,KE,en,wikidata,Q56244214,1,1,2026-04-11T04:01:06.680289+00:00
Biya,Biya,biya,family,NG,en,wikidata,Q89431679,1,1,2026-04-11T03:53:58.817238+00:00
Bizimana,Bizimana,bizimana,family,RW,en,wikidata,Q37190856,3,1,2026-04-11T04:06:35.644753+00:00
